sessions,starting_bankroll,table_min,table_max,hit_soft_17,flat_avg_final_profit_loss,flat_median_final_profit_loss,flat_avg_peak_profit,flat_median_peak_profit,flat_avg_peak_loss,flat_median_peak_loss,flat_avg_max_drawdown,flat_median_max_drawdown,ramp_avg_final_profit_loss,ramp_median_final_profit_loss,ramp_avg_peak_profit,ramp_median_peak_profit,ramp_avg_peak_loss,ramp_median_peak_loss,ramp_avg_max_drawdown,ramp_median_max_drawdown,ramp_better_count,flat_better_count,ties,avg_ramp_minus_flat,median_ramp_minus_flat,flat_profitable_sessions,ramp_profitable_sessions
100000,1000.0,50.0,1000.0,True,-9.89,0.0,90.82,75.0,101.05,100.0,144.17,150.0,14.52,0.0,586.9,250.0,587.71,250.0,802.94,500.0,38037,37225,24738,24.42,0.0,42948,47861
