sessions,starting_bankroll,table_min,table_max,hit_soft_17,avg_final_profit_loss,median_final_profit_loss,avg_peak_profit,median_peak_profit,avg_lowest_bankroll,avg_max_drawdown,max_peak_profit,min_final_profit_loss,percent_positive_final,percent_positive_peak
10,10.0,50.0,1000.0,True,-17.5,-112.5,302.5,125.0,-420.0,567.5,1050.0,-750.0,30.0,80.0
